region,name,type,buyer,open_date,close_date,status,link
Federal,K8B11-240576 Utility Trailer,Request for Proposal,Department of the Environment,"Feb 21, 2024","Mar 28, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4389056375
Federal,W8160-235020 - Subscription Agent Services,Request for Proposal,National Defence,"Mar 13, 2024","Mar 28, 2024",CLOSED,https://theijf.org/procurement/ws4472782958
Federal,"F3065-240001 - CCGS DES GROSEILLIERS, REFIT – SPRING 2024 - RFP",Request for Proposal,Public Services and Procurement Canada,"Feb 29, 2024","Mar 28, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4447548313
Federal,G9292-244838 - RFP AV Boardrooms Modernization Project ESDC,Request for Proposal,Employment and Social Development Canada,"Jan 4, 2024","Mar 27, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4360995777
Federal,"Phase 2 EZ899-241616 Cell Window Glazing Replacement - Kent Institution, Agassiz, BC",Invitation to Tender,Correctional Service of Canada,"Mar 2, 2024","Mar 27, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4436048500
Federal,"W0102-25001G - Accommodation in Keflavik, Iceland",Request for Proposal,National Defence,"Mar 12, 2024","Mar 27, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4424894297
Federal,"EF937-241851 - PSIB, Purchase of furniture under the SA for category 3 for ESDC - RFP",Request for Proposal,Employment and Social Development Canada,"Mar 11, 2024","Mar 27, 2024",CLOSED,https://theijf.org/procurement/ws4483248544
Federal,RISO W6703-22G405 - DND Vehicle Towing and Recovery Services,Request for Proposal,National Defence,"Feb 29, 2024","Mar 27, 2024",CLOSED,https://theijf.org/procurement/ws4466210611
Federal,EJ196-240484 - HVAC Maintenance Canadian Embassy Haiti,Request for Proposal,Public Services and Procurement Canada,"Feb 16, 2024","Mar 27, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4108650864
Federal,W3935-24P001 Cleaning Services,Request for Proposal,National Defence,"Feb 29, 2024","Mar 27, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4389263990
Federal,SUPPLY ARRANGEMENT FOR REMOTELY PILOTED AIRCRAFT SYSTEM (RPAS),,Public Services and Procurement Canada,"Feb 13, 2024","Mar 27, 2024",CLOSED,https://theijf.org/procurement/ws4441190652
Federal,EF236-240668 - Consulting services Architecture and Engineering - Reconstruction of CCC Laferrière,Request for Proposal,Correctional Service of Canada,"Jan 23, 2024","Mar 26, 2024",CLOSED,https://theijf.org/procurement/ws4342098190
Federal,EE517- 241724 Elevating Device Maintenance General Requirement,Request for Proposal,Public Services and Procurement Canada,"Mar 12, 2024","Mar 26, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4430498708
Federal,RFP- Floating Dock - 5P334-230207,Request for Proposal,Parks Canada,"Feb 12, 2024","Mar 26, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4412901107
Federal,EZ899-241850 – Phase 1 – Km 390–451.4 Surface Treatment,Invitation to Tender,Public Services and Procurement Canada,"Mar 11, 2024","Mar 26, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4480082098
Federal,EF937-241627 - Purchase of reception desks Non-SA for ESDC - RFP,Request for Proposal,Employment and Social Development Canada,"Feb 23, 2024","Mar 26, 2024",CLOSED,https://theijf.org/procurement/ws4458070341
Federal,F4663-220677 C Patrol Boat Shippigan,Request for Proposal,Fisheries and Oceans Canada,"Mar 11, 2024","Mar 26, 2024",CLOSED,https://theijf.org/procurement/ws4125050887
Federal,RFP for Disk Harrow- Re-tender,Request for Proposal,Canadian Food Inspection Agency,"Feb 20, 2024","Mar 26, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4148065222
Federal,EP922-240784 Panels,Request for Proposal,Public Services and Procurement Canada,"Mar 1, 2024","Mar 26, 2024","CANCELLED, AWARDED",https://theijf.org/procurement/ws4392143413
Federal,E60HL-230051-F RFSO Marine Fuel NMSO 2023-2025,Request for Standing Offer,Public Services and Procurement Canada,"Mar 14, 2024","Mar 25, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws3915620080
Federal,Request for Standing Offer for Remotely Piloted Aircraft Systems (RPAS) services,Request for Standing Offer,Public Services and Procurement Canada,"Feb 16, 2024","Mar 25, 2024",CLOSED,https://theijf.org/procurement/ws4445779877
Federal,RFP TBIPS (Set asides) - Department of Indigenous Services Canada – IT Support and Operations,Request for Proposal,Indigenous Services Canada,"Feb 27, 2024","Mar 25, 2024",CLOSED,https://theijf.org/procurement/ws4438208899
Federal,Invitation To Tender (ITT) – AHU SPEED DRIVE – J.A.G. BUILDING PE - ED001-240911,Invitation to Tender,Public Services and Procurement Canada,"Feb 20, 2024","Mar 25, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4411080061
Federal,Supply and Delivery of Arctic Pulks for Arctic Operations,Request for Proposal,National Defence,"Feb 28, 2024","Mar 25, 2024",CLOSED,https://theijf.org/procurement/ws4465328873
Federal,K8D10-240617 Freeze Dryer,Advance Contract Award Notice,Department of the Environment,"Mar 7, 2024","Mar 25, 2024",CLOSED,https://theijf.org/procurement/ws4452533611
Federal,Document Storage and Management,Request for Standing Offer,Public Services and Procurement Canada,"Feb 9, 2024","Mar 25, 2024",CLOSED,https://theijf.org/procurement/ws4438146811
Federal,W2037-230072 Battery Rack Shelving Procurement,Request for Proposal,National Defence,"Nov 29, 2023","Mar 8, 2024",CANCELLED,https://theijf.org/procurement/ws4220074297
Federal,MM100-078037 Furniture Chairs,Request for Proposal,National Defence,"Mar 7, 2024","Mar 22, 2024",CLOSED,https://theijf.org/procurement/ws4457792757
Federal,W2037-240088B Vehicle Training Course,Request for Proposal,National Defence,"Mar 8, 2024","Mar 22, 2024",CLOSED,https://theijf.org/procurement/ws4417615152
Federal,Repair and Overhaul - Air Turbine Pumps,Request for Proposal,National Defence,"Feb 8, 2024","Mar 22, 2024",CLOSED,https://theijf.org/procurement/w8482-218163_a
Federal,W1985-24A010 - Acquisition of two Servomotors Leo II for DND,Request for Proposal,National Defence,"Mar 6, 2024","Mar 22, 2024",CANCELLED,https://theijf.org/procurement/ws4397108424
Federal,W8485-247660 Anti-G trousers  ACAN,Advance Contract Award Notice,National Defence,"Mar 7, 2024","Mar 22, 2024",CLOSED,https://theijf.org/procurement/ws4296299626
Federal,W0107-245412 - Laundry and Dry Cleaning Services,Request for Standing Offer,National Defence,"Feb 20, 2024","Mar 22, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4399648115
Federal,Pressure Controller,Request for Proposal,"Innovation, Science and Economic Development Canada","Mar 6, 2024","Mar 22, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4406972045
Federal,EC015-241575 - RFP Edmundston Fit-Up Design,Request for Proposal,Public Services and Procurement Canada,"Mar 7, 2024","Mar 22, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4434478336
Federal,F1705-230824 Canadian Coast Guard Antenna Systems and Antenna Supporting Structures Standing Offer - BC,Request for Standing Offer,Fisheries and Oceans Canada,"Mar 5, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4474545094
Federal,EZ899-241623 - Drinking Water pH Control System,Invitation to Tender,Correctional Service of Canada,"Mar 6, 2024","Mar 21, 2024",CLOSED,https://theijf.org/procurement/ws4474829717
Federal,"EE517-232312 - Maintenance Dredging Traverse Nord, Bécancour, Cap-Santé et lac St-Pierre",Request for Proposal,Public Services and Procurement Canada,"Feb 13, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws3915526513
Federal,REPOSTING - EJ196-240357 HVAC Maintenance Services Contract - 255 Albert St,Request for Proposal,Public Services and Procurement Canada,"Feb 23, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4429672935
Federal,"W6898-240656 - Snow, Ice and Lawn Maintenance Newcastle Armoury",Request for Proposal,National Defence,"Feb 9, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4434099331
Federal,"Phase 2 EZ899-241578 Non-Structural Spray Patching - Km 555 to Km 968 Alaska Highway, BC",Invitation to Tender,Public Services and Procurement Canada,"Feb 26, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4427339031
Federal,"RFSO - W6899-240115 -Lead, Mould and Asbestos Testing",Request for Standing Offer,National Defence,"Feb 22, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4426795685
Federal,EC095-240004 - RMSO Miscellaneous Groceries NL,Request for Standing Offer,Public Services and Procurement Canada,"Feb 12, 2024","Mar 21, 2024",CLOSED,https://theijf.org/procurement/ws4431668566
Federal,"W6898-240696- ITT_ Heating System Inspections and Repairs- Various DND buildings, Charlottetown, PE",Request for Proposal,Public Services and Procurement Canada,"Mar 5, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4472337562
Federal,W7714-238435 Multi Channel Corrosion Testing System,Request for Proposal,National Defence,"Feb 28, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4422752383
Federal,W0138-23A079-2 - Service for Modifications to the Maintenance Platforms,Request for Proposal,National Defence,"Feb 2, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4334670024
Federal,W6837-224746 Ductwork Cleaning,Request for Standing Offer,National Defence,"Feb 1, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4414498257
Federal,"RFSO - Fire, Safety and Rescue Equipment - E60HN-23FSRE - RETENDER",Request for Standing Offer,Public Services and Procurement Canada,"Feb 16, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4445207274
Federal,W7701-237713 Plateform development for hyperspectral imaging,Request for Proposal,Defence Research and Development Canada,"Jan 24, 2024","Mar 21, 2024",CLOSED,https://theijf.org/procurement/ws4361878752
Federal,Forklift Trucks - Group 2A and Group 4B,Request for Proposal,Fisheries and Oceans Canada,"Feb 22, 2024","Mar 21, 2024","CANCELLED, AWARDED",https://theijf.org/procurement/ws4282678757
Federal,TICFIRE Phase A - Request for Information - Round 2,Request for Information,Canadian Space Agency,"Feb 28, 2024","Mar 21, 2024",CLOSED,https://theijf.org/procurement/ws3873891602
Federal,EJ196-241453_Window Cleaning_Confederation Heights,Request for Proposal,Public Services and Procurement Canada,"Feb 1, 2024","Mar 21, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4406540713
Federal,EP243-231758_Access to Credit Check Services,Request for Proposal,Public Services and Procurement Canada,"Jan 26, 2024","Mar 7, 2024",CLOSED,https://theijf.org/procurement/ws3973390153
Federal,INVITATION TO SUBMIT AN EXPRESSION OF INTEREST (EOI),Request for Information,Public Services and Procurement Canada,"Feb 29, 2024","Mar 20, 2024",CANCELLED,https://theijf.org/procurement/81002966
Federal,23244-240314 Shelter,Request for Proposal,Department of Natural Resources,"Feb 8, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4435718502
Federal,W7701-247842 - Programmable Garnet Residue Extraction System With Water Jet Cutting Table,Request for Proposal,Defence Research and Development Canada,"Feb 15, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4359337518
Federal,E60PH-24PCVP - Pneumococcal Vaccine Pediatric,Request for Proposal,Public Services and Procurement Canada,"Mar 4, 2024","Mar 20, 2024",CLOSED,https://theijf.org/procurement/ws4419514766
Federal,Retender - RFP 47419-243749 Alterations of CBSA Vessel at the Quai Richelieu Detachment,Request for Proposal,Public Services and Procurement Canada,"Mar 6, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4419392969
Federal,T8493-230093 – Rotor Brake Quill for the Bell 412 Aircraft Fleet,Request for Proposal,Transport Canada,"Feb 29, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4450127304
Federal,"RFP - FBI - ECCC Eureka, DND Eureka and NRCan PCSP Facilities",Request for Proposal,Public Services and Procurement Canada,"Sep 25, 2023","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4218251193
Federal,Ground Penetrating Radar,Request for Proposal,Public Services and Procurement Canada,"Mar 5, 2024","Mar 20, 2024",CLOSED,https://theijf.org/procurement/10078200
Federal,EF934-240662-2 – Inspection services for pressure vessel devices.,Request for Proposal,Public Services and Procurement Canada,"Mar 7, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4359113091
Federal,5P435-230044 - Heavy Tandem Snow Plow Trucks,Request for Proposal,Parks Canada,"Jan 24, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4389343698
Federal,RCMP Driver Training Simulators,Request for Proposal,Royal Canadian Mounted Police,"Feb 2, 2024","Mar 20, 2024",CLOSED,https://theijf.org/procurement/m7594-221048_c
Federal,W0142-24X009 Light and Heavy Hauling RISO,Request for Standing Offer,National Defence,"Feb 19, 2024","Mar 20, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4442858387
Federal,9F064-230273 Weather and Atmospheric Characterization Equipment-RFP,Request for Proposal,Canadian Space Agency,"Feb 5, 2024","Mar 19, 2024",CLOSED,https://theijf.org/procurement/ws4430443668
Federal,EJ196-241521_Window Cleaning Services_Airport Group,Request for Proposal,Public Services and Procurement Canada,"Feb 5, 2024","Mar 19, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4422565669
Federal,Doc4469638323 LEASE OF PORTABLE VHF RADIO SETS,Request for Proposal,National Defence,"Mar 1, 2024","Mar 19, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4167388841
Federal,RFP CCGS Limnos Propulsion Control and Alarm and Monitoring Systems Renewal,Request for Proposal,Canadian Coast Guard,"Oct 25, 2023","Mar 19, 2024",CLOSED,https://theijf.org/procurement/ws4272078598
Federal,Solar Photovoltaic Ground Mount Array - ITT,Invitation to Tender,Public Services and Procurement Canada,"Feb 29, 2024","Mar 19, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4382586691
Federal,K0C75-240611 - Purchase of engines for flat-bottom boats for ECCC - RFP,Request for Proposal,Department of the Environment,"Feb 15, 2024","Mar 19, 2024",CLOSED,https://theijf.org/procurement/ws4445837913
Federal,"Volvo VNR Electric Class 8, 4x2 Truck-Tractor",Request for Proposal,Transport Canada,"Mar 4, 2024","Mar 19, 2024",CLOSED,https://theijf.org/procurement/ws4452046538
Federal,W7701-237781 - Advanced numerical modelling and simulations,Request for Proposal,Defence Research and Development Canada,"Feb 2, 2024","Mar 19, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4127312322
Federal,Concrete Mixer (W0046-240095),Request for Proposal,National Defence,"Feb 16, 2024","Mar 19, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4419697544
Federal,Supply a Lactate Substrate Solution and conduct Lactate Substrate Solution Injection Events,Request for Proposal,Public Services and Procurement Canada,"Jan 29, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4361727612
Federal,HHTI-LR RFP,Request for Proposal,National Defence,"Jan 3, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/w8476-226536_b
Federal,5 Ton Extended Cab Flatdeck Trucks,Request for Proposal,Fisheries and Oceans Canada,"Feb 6, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4422867553
Federal,W7701-247838 Tenax Samplers,Request for Proposal,National Defence,"Feb 7, 2024","Mar 18, 2024","CANCELLED, AWARDED",https://theijf.org/procurement/ws4422824947
Federal,ESAP District energy Systems advisory,Advance Contract Award Notice,Public Services and Procurement Canada,"Feb 29, 2024","Mar 18, 2024",CLOSED,https://theijf.org/procurement/ws4465247633
Federal,T3033-230038_Dust suppressant,Request for Proposal,Transport Canada,"Feb 12, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4387524335
Federal,Recorder Independent Power Supply,Request for Proposal,Transport Canada,"Mar 12, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4485126092
Federal,W4938-23001S - Training Support Services,Request for Proposal,National Defence,"Feb 28, 2024","Mar 18, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4445973743
Federal,"PR11700_39903-240804_Vials, Caps and Septa",Request for Proposal,Canadian Food Inspection Agency,"Feb 15, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4422716804
Federal,FW061-230002B – Maximum 6.0 Metres Aluminium Hull Jet Boat,Request for Proposal,Fisheries and Oceans Canada,"Feb 10, 2024","Mar 15, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4324112264
Federal,W0100-234481 Vertical Milling Machines,Request for Proposal,National Defence,"Jan 24, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4408967202
Federal,Medium/Large Vessel Recycling Services,Request for Proposal,Public Services and Procurement Canada,"Mar 4, 2024","Mar 15, 2024","CLOSED, AWARDED",https://theijf.org/procurement/evc01-202003_b
Federal,Non-Food Kitchenware,Request for Proposal,National Defence,"Feb 29, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4352357854
Federal,Community Safety Alert System for Correctional Service of Canada,Request for Proposal,Correctional Service of Canada,"Feb 23, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4457826025
Federal,DGA_EN-FR_PARL_20000M_7Days,Request for Proposal,Public Services and Procurement Canada,"Mar 8, 2024","Mar 15, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ep745-241969_a
Federal,F4800-220896 - DFO Snowmobiles RFP,Request for Proposal,Fisheries and Oceans Canada,"Jan 22, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4402140100
Federal,RFQ Department of National Defense x Samsung E-Fota,Request for Information,National Defence,"Mar 8, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4472601519
Federal,W0501-23C024 - Safety Training Services,Request for Standing Offer,National Defence,"Jan 31, 2024","Mar 15, 2024",CLOSED,https://theijf.org/procurement/ws4243121442
Federal,ET959-240883 Moving Services RMSO,Request for Standing Offer,Public Services and Procurement Canada,"Feb 21, 2024","Mar 14, 2024",CLOSED,https://theijf.org/procurement/ws4450216360
Federal,EF944-241009 - Chiller replacement,Request for Proposal,Public Services and Procurement Canada,"Jan 29, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4241348486
Federal,NMSO Pursuit Tires- 2024-2025.,Request for Standing Offer,Public Services and Procurement Canada,"Feb 13, 2024","Mar 14, 2024",CLOSED,https://theijf.org/procurement/ws4332084015
Federal,NMSO Commercial Tires- 2024-2025,Request for Standing Offer,Public Services and Procurement Canada,"Feb 13, 2024","Mar 14, 2024",CLOSED,https://theijf.org/procurement/ws4330611116
Federal,"W684H-210057B - Janitorial Services - CFB Stadacona, Halifax, NS",Request for Proposal,National Defence,"Feb 22, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4329117405
Federal,EF245-241400 - Renovation work on the 6th floor of the Dominique-Ducharme building,Request for Proposal,Public Services and Procurement Canada,"Jan 31, 2024","Mar 14, 2024",CLOSED,https://theijf.org/procurement/ws4422380628
Federal,Purchase Side By Side UTV Kedgwick Detachment DFO,Request for Proposal,Fisheries and Oceans Canada,"Feb 22, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4450018196
Federal,RFP Jet A-1 Fuel-Dispensing System Removal,Request for Proposal,Public Services and Procurement Canada,"Feb 21, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4452355254
Federal,"ITT_W6898-240655_B  Inspection and Maintenance of Delta Direct Digital Control Systems -DND- Various Locations, NB",Request for Proposal,Public Services and Procurement Canada,"Feb 28, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4401721521
Federal,W684E-23ES06 REMOVAL AND DISPOSAL OF GARBAGE AND RECYCLABLE MATERIAL,Request for Proposal,National Defence,"Dec 21, 2023","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4255946957
Federal,L’Esplanade Laurier - Façade Repairs,Request for Proposal,Public Services and Procurement Canada,"Feb 13, 2024","Mar 14, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4442569459
Federal,"RISO W684H-230174_A- Cranes and Hoists Repairs- CFB Halifax, NS",Request for Standing Offer,Public Services and Procurement Canada,"Feb 27, 2024","Mar 14, 2024",CLOSED,https://theijf.org/procurement/ws4457622300
Federal,"W6369-23P5OZ – PS for the implementation of telecommunication, network and cloud transformation",Request for Proposal,National Defence,"Jun 16, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4025444907
Federal,W0142-24X007 CHEMICAL TOILETS,Request for Proposal,National Defence,"Feb 2, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4382977540
Federal,23240-240437-2 Energy storage inverter,Request for Proposal,Department of Natural Resources,"Feb 1, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4274205939
Federal,W0113-24CS10A Winter Road Salt,Request for Proposal,National Defence,"Feb 13, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4441195748
Federal,W684H-240207 Hangar Doors Maintenance,Request for Proposal,National Defence,"Feb 23, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4457604185
Federal,F1652-230053 - Rigid Inflatable Boat Repair,Request for Proposal,Fisheries and Oceans Canada,"Feb 13, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4330153342
Federal,RFP for Faraday Shielding Equipment,Request for Proposal,Canada Border Services Agency,"Jan 17, 2024","Mar 13, 2024",CLOSED,https://theijf.org/procurement/ws4328320660
Federal,PR10138 - 47419-242320 - V-cone shaped heavy duty Tumble Blender,Request for Proposal,Canada Border Services Agency,"Feb 23, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4286841501
Federal,"Esther Lord Abatement and Demolition - St. Andrew, New Brunswick",Invitation to Tender,Public Services and Procurement Canada,"Feb 27, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4455832021
Federal,Caterpillar NISO for OEM parts & service,Advance Contract Award Notice,Fisheries and Oceans Canada,"Feb 26, 2024","Mar 13, 2024",CLOSED,https://theijf.org/procurement/f7044-230751_a
Federal,W0501-24R005 - B Outdoor Building Materials and Prefabricated Seating Equipement - DND Gagetown,Request for Proposal,National Defence,"Feb 14, 2024","Mar 13, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4388687696
Federal,"EP922-241507 Regional Psychiatric Centre Gatehouse - Saskatoon, Saskatchewan",Request for Proposal,Correctional Service of Canada,"Jan 10, 2024","Mar 12, 2024",CLOSED,https://theijf.org/procurement/ws4379846731
Federal,01633-240434 Global Positioning System (GPS) for a John Deere 6400 tractor,Request for Proposal,Agriculture and Agri-Food Canada,"Feb 13, 2024","Mar 12, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4426192336
Federal,F1700-230554  CCG Victoria Base Cladding Remediation Phase 2,Request for Proposal,Fisheries and Oceans Canada,"Feb 14, 2024","Mar 12, 2024","CLOSED, AWARDED",https://theijf.org/procurement/ws4340330506
Federal,TBIPS – Multiple Resource Categories to Support Network Modernization,Request for Proposal,Public Services and Procurement Canada,"Feb 1, 2024","Mar 12, 2024",CLOSED,https://theijf.org/procurement/20241631
