region,name,type,buyer,open_date,close_date,status,link
Federal,W3555-238855 - CNC Router,Request for Proposal,National Defence,"Jul 7, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4048241859
Federal,Timiskaming Quebec Dam Traffic Deck Wearing Surface,Request for Proposal,Public Services and Procurement Canada,"Jul 18, 2023","Aug 22, 2023",CLOSED,https://theijf.org/procurement/ws4104451775
Federal,5K003-221146(B)-PULSE NUCLEAR MAGNETIC RESONANCE (NMR) INSTRUMENTS,Request for Proposal,Canadian Grain Commission,"Jun 30, 2023","Aug 22, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws3919712501
Federal,RFSO - National Individual Standing Offer - Laboratory Services,Request for Standing Offer,Public Services and Procurement Canada,"Jul 13, 2023","Aug 22, 2023",CLOSED,https://theijf.org/procurement/ws4079301037
Federal,W0501-23C028 - Mobile fitness and exercise container,Request for Proposal,National Defence,"Jul 18, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4102168012
Federal,EC095-230003 RMSO Fresh Fruit and Vegetables 2nd Period,Request for Standing Offer,Public Services and Procurement Canada,"May 24, 2023","Aug 22, 2023",CLOSED,https://theijf.org/procurement/ws3919153351
Federal,EE517-240141 Boiler room maintenance Quebec base,Request for Proposal,Fisheries and Oceans Canada,"Jul 25, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4106915360
Federal,"EC095-230005 RMSO Meat, Fish, and Poultry 3rd period",Request for Standing Offer,Public Services and Procurement Canada,"Jun 30, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3930664986
Federal,"F6140-230317 - Harbour Entrance Improvement – Fox Island River, NL",Invitation to Tender,Fisheries and Oceans Canada,"Aug 2, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4128424472
Federal,5P114-230013 Road Salt - Parks Canada NL,Request for Proposal,Parks Canada,"Aug 2, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4114451383
Federal,W6895-230092 Overhead Hoists,Request for Standing Offer,National Defence,"Jul 6, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4087610654
Federal,EE519-240429 - Purchase of Mooring Bollards Cap-aux-Meules,Request for Proposal,Transport Canada,"Jul 21, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4085285156
Federal,"W6895-230091 - Process Controllers, Repair and Maintenance, Cold Lake, Alberta",Request for Standing Offer,National Defence,"Aug 1, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4053250958
Federal,M2989-241220 - 7.75-8.25m RIB with Cuddy Cabin,Request for Proposal,Royal Canadian Mounted Police,"Jul 27, 2023","Aug 22, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4071798472
Federal,WS3873913904 WEATHER BALLOONS,Request for Proposal,Department of the Environment,"Jul 10, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3873913904
Federal,MM100-076892 - Supply and install CAT 1 (panels) and CAT2 (HA Tables),Request for Proposal,Public Services and Procurement Canada,"Jul 26, 2023","Aug 21, 2023",CANCELLED,https://theijf.org/procurement/ws3983503659
Federal,EF937-230999 - 2 - Mechanical and Electrical Retrofit of the Canadian Meteorological Centre,Request for Proposal,Department of the Environment,"Jul 5, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3841411278
Federal,31019-233184 Battery Energy Storage System,Request for Proposal,National Research Council Canada,"Jul 6, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4043258937
Federal,01800-230873 B - Hydraulic Soil Sampler,Request for Proposal,Agriculture and Agri-Food Canada,"Aug 3, 2023","Aug 21, 2023",CANCELLED,https://theijf.org/procurement/ws4095589142
Federal,"EZ899-231976 Fire Alarm System Replacement, Telegraph Creek Detachment, British Columbia",Invitation to Tender,Royal Canadian Mounted Police,"Aug 11, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4143423332
Federal,RFI video surveillance (VS) network equipment,Request for Information,Public Services and Procurement Canada,"Jul 24, 2023","Aug 21, 2023",CLOSED,https://theijf.org/procurement/ws4113417966
Federal,W0125-23WR05 Sandblaster – sol C,Request for Proposal,National Defence,"Aug 2, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4122968708
Federal,Custom 53' Trailers,Request for Proposal,Statistics Canada,"Jun 19, 2023","Aug 21, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws4022390909
Federal,"Standing Offer W6897-230060 Heating, ventilation, and air conditioning HVAC Services and Electrical",Request for Standing Offer,National Defence,"Aug 1, 2023","Aug 21, 2023",CANCELLED,https://theijf.org/procurement/ws4065832613
Federal,"EREP:6"" Trash Pump Skid Mount",Request for Proposal,Fisheries and Oceans Canada,"Jul 12, 2023","Aug 21, 2023","CLOSED, AWARDED",https://theijf.org/procurement/f7047-220004_c
Federal,TIC3 Air Deployable Tactical Data Link TDL -Ground Entry Station (GES),Request for Proposal,National Defence,"Jun 19, 2023","Aug 21, 2023",CLOSED,https://theijf.org/procurement/w8475-235520_a
Federal,Electrical Maintenance CFB Gagetown,Request for Standing Offer,National Defence,"Jul 26, 2023","Aug 20, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4115829449
Federal,REQUEST FOR INFORMATION  DATA COLLECTION MODERNIZATION (DCM),Request for Information,Office of the Superintendent of Financial Institutions Canada,"Jul 21, 2023","Aug 18, 2023",CLOSED,https://theijf.org/procurement/ws4105045039
Federal,Precipitation Gauge Antifreeze,Request for Standing Offer,Department of the Environment,"Jul 9, 2023","Aug 18, 2023",CLOSED,https://theijf.org/procurement/ws4080559762
Federal,T8009-220102 - ACAN - Boundary Pass Underwater Listening Station (ULS),Advance Contract Award Notice,Transport Canada,"Aug 3, 2023","Aug 18, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3797555053
Federal,F7044-230230 - Former CCGS Bartlett - Vessel Disposal,Request for Proposal,Fisheries and Oceans Canada,"Jun 30, 2023","Aug 18, 2023",CANCELLED,https://theijf.org/procurement/ws4055264591
Federal,W6888-235023 Portable Toilet - Rental,Request for Standing Offer,National Defence,"Jul 18, 2023","Aug 18, 2023",CLOSED,https://theijf.org/procurement/ws4054997470
Federal,W6862-230137 CFB Comox Lifting Device Maintenance,Request for Standing Offer,National Defence,"Jul 18, 2023","Aug 18, 2023",CLOSED,https://theijf.org/procurement/ws3755181200
Federal,EE517-240346 - Channel Maintenance Dredging - Port of Cap-aux-Meules,Request for Proposal,Public Services and Procurement Canada,"Jun 30, 2023","Aug 18, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4075083611
Federal,23496-230555 Reverse Osmosis Water Treatment System,Request for Proposal,National Research Council Canada,"Jun 16, 2023","Aug 18, 2023",CLOSED,https://theijf.org/procurement/ws3752768189
Federal,Office Area Refit,Request for Proposal,Public Services and Procurement Canada,"Jul 18, 2023","Aug 17, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws4084033880
Federal,"FIXED RAMP SOUTH, Souris Ferry Terminal, Souris, PEI",Request for Proposal,Public Services and Procurement Canada,"Jul 13, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4097801313
Federal,"Request for Information - Fire, Safety and Rescue Equipment",Request for Information,Public Services and Procurement Canada,"Jul 13, 2023","Aug 17, 2023",CLOSED,https://theijf.org/procurement/ws4094110047
Federal,EP916-240502 Workspaces Cat 1-2-5,Request for Proposal,Public Services and Procurement Canada,"Jul 27, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4117914196
Federal,EE519-240477 - Dredging of Cap-Des-Rosiers harbour,Request for Proposal,Public Services and Procurement Canada,"Jul 10, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4091451842
Federal,T2012-230012 Removal and Disposal of Barge -Chester Basin NS,Request for Proposal,Transport Canada,"Jul 18, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4104238423
Federal,BOWLING CENTRE INSPECTION AND MAINTENANCE (W6854-230301),Request for Proposal,National Defence,"Aug 1, 2023","Aug 17, 2023",CANCELLED,https://theijf.org/procurement/ws4125553134
Federal,EZ899-240260 PESC Glassware Laboratory Recapitalization,Invitation to Tender,Public Services and Procurement Canada,"Aug 2, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4125843125
Federal,UT830-223391 Analytic Services,Request for Proposal,"Innovation, Science and Economic Development Canada","Jun 23, 2023","Aug 17, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3943883868
Federal,"EE519-240401-Redevelopment of terminal operations area, Cap-aux-Meules Port",Request for Proposal,Transport Canada,"Jul 17, 2023","Aug 17, 2023",CLOSED,https://theijf.org/procurement/ws4102317416
Federal,IV Fluids,Request for Information,National Defence,"Jun 15, 2023","Aug 17, 2023",CLOSED,https://theijf.org/procurement/ws4054827371
Federal,INVITATION TO SUBMIT AN EXPRESSION OF INTEREST (EOI),Request for Information,Public Services and Procurement Canada,"Jul 26, 2023","Aug 16, 2023",CLOSED,https://theijf.org/procurement/125779
Federal,W0106-22J001-B Supply and install 3 prefabricated canvas buildings - Valcartier military base,Request for Proposal,National Defence,"Jul 5, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3713861701
Federal,W0125-23WR26 Radiator and Air Conditioner repairs,Request for Standing Offer,National Defence,"Jul 14, 2023","Aug 16, 2023",CLOSED,https://theijf.org/procurement/ws4094072554
Federal,EZ976-232301 - God's Acre Veteran's Pathway Project,Invitation to Tender,Public Services and Procurement Canada,"Aug 1, 2023","Aug 16, 2023",CLOSED,https://theijf.org/procurement/ws4127211653
Federal,"EZ011-240345 General Labour with Genie Operation, Alaska Highway, B.C.",Request for Standing Offer,Public Services and Procurement Canada,"Jul 28, 2023","Aug 16, 2023",CLOSED,https://theijf.org/procurement/ws4122058033
Federal,"EB144-240152 - ITT Low Permeability Liner-Dredge Material Site- Little River, N.S.",Invitation to Tender,Public Services and Procurement Canada,"Jul 31, 2023","Aug 16, 2023",CANCELLED,https://theijf.org/procurement/ws4021789493
Federal,ITT-COUNTRY ISLAND FIELD CABINS EB144-240191,Invitation to Tender,Public Services and Procurement Canada,"Jul 21, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4083888010
Federal,"EZ899-240380 Maintenance Buildings Demolition William Head Institution, Metchosin, B.C.",Invitation to Tender,Correctional Service of Canada,"Aug 2, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4127504693
Federal,21530-23S001B - Soft Mount Washer Extractor,Request for Proposal,Correctional Service of Canada,"Jul 31, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3960810371
Federal,6D063-226052 DNA microarray scanner system,Request for Proposal,Public Health Agency of Canada,"Jul 28, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4104281981
Federal,"W4948-24SE12B Enhanced Intelligence, Surveillance and Reconnaissance (ISR)",Request for Proposal,National Defence,"Jul 4, 2023","Aug 16, 2023",CANCELLED,https://theijf.org/procurement/ws4074921574
Federal,23266-230011 Argon Gas and Rental Tank,Request for Proposal,Department of Natural Resources,"Jul 6, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4075196415
Federal,W1941-240006 semi-automatic wrapping machine,Request for Proposal,National Defence,"Jul 10, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4064918034
Federal,W3915-230036 TBIPS System Administrator and Technical Architect,Request for Proposal,National Defence,"Jul 4, 2023","Aug 16, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4071696110
Federal,K4A22-240038 NHRC Roof Replacement,Request for Proposal,Department of the Environment,"Jun 12, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4036235779
Federal,Joint Fires Modernization (JFM) - Request for Information #2,Request for Information,National Defence,"May 9, 2023","Aug 15, 2023",CLOSED,https://theijf.org/procurement/w8476-195949_c
Federal,"EZ899-231976 Fire Alarm System Replacement, Telegraph Creek Detachment, British Columbia",Invitation to Tender,Royal Canadian Mounted Police,"Mar 29, 2023","Aug 15, 2023",CLOSED,https://theijf.org/procurement/ws3941792691
Federal,RFP Quick Response Vehicle,Request for Proposal,Royal Canadian Mounted Police,"Jun 29, 2023","Aug 15, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws4053582707
Federal,ET959-232168 - RCMP and Parks Canada - Program of Work and Housing Construction Management Services - RFP,Request for Proposal,Royal Canadian Mounted Police,"Jun 20, 2023","Aug 15, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws3985653950
Federal,Scanning Equipment RFP-B,Request for Proposal,Indigenous Services Canada,"May 18, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3785747079
Federal,W3996-24002S - Accommodations - China Lake,Request for Proposal,National Defence,"Aug 3, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4130714560
Federal,RFP - EJ196-232019 - Duct Cleaning and Inspections - Connaught Range and Primary Training Centre,Request for Proposal,Public Services and Procurement Canada,"Jun 23, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4027340500
Federal,RFP/Parliamentary and Conference interpretation Services,Request for Proposal,Public Services and Procurement Canada,"Jul 5, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/en960-231030_b
Federal,MM100-076990 Double Lockers,Request for Proposal,Public Services and Procurement Canada,"Aug 4, 2023","Aug 15, 2023",CLOSED,https://theijf.org/procurement/ws4040674437
Federal,F7049-220336 CCGS Earl Grey Supply of Transformers,Request for Proposal,Public Services and Procurement Canada,"Jul 21, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4104373587
Federal,Playground Equipment Inspections,Request for Proposal,National Defence,"Jul 18, 2023","Aug 15, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4102274296
Federal,"CARE HVAC Systems Renovations – Phase 2, Egbert, Ontario",Invitation to Tender,Department of the Environment,"Jul 5, 2023","Aug 14, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3770587369
Federal,TIC3 Air Tactical Data Link (TDL) -Fixed Ground Entry Station (GES),Request for Proposal,National Defence,"Jun 6, 2023","Aug 14, 2023",CLOSED,https://theijf.org/procurement/w8475-235518_a
Federal,Phase 2 F521A-230102 - CCG Seal Cove Helipad Replacement,Invitation to Tender,Public Services and Procurement Canada,"Jul 18, 2023","Aug 14, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3912647591
Federal,RFI - Enterprise Information Management Solutions,Request for Information,Treasury Board of Canada Secretariat,"May 31, 2023","Aug 14, 2023",CLOSED,https://theijf.org/procurement/ws4030021148
Federal,AIR DATA ACCESSORIES KIT,Request for Proposal,Transport Canada,"Jul 14, 2023","Aug 14, 2023","CLOSED, AWARDED",https://theijf.org/procurement/t8493-230022_a
Federal,5P335-230235 - Sub-Compact Tractor Loader Backhoe,Request for Proposal,Parks Canada,"Jul 20, 2023","Aug 14, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4051618374
Federal,Cancelled-F7044-230296/A,Request for Proposal,Fisheries and Oceans Canada,"Jul 6, 2023","Aug 14, 2023",CANCELLED,https://theijf.org/procurement/f7044-230296_a
Federal,DND co-publication of book for the Royal Canadian Air Force (RCAF),Request for Proposal,National Defence,"Jul 6, 2023","Aug 14, 2023",CANCELLED,https://theijf.org/procurement/ws4062296973
Federal,"Hoist, Cranes, Man Lifts, Fall Arrest Maintenance and Inspection",Request for Standing Offer,National Defence,"Jul 18, 2023","Aug 13, 2023",CANCELLED,https://theijf.org/procurement/ws4058610640
Federal,"INVITATION TO SUBMIT AN EXPRESSION OF INTEREST AS TO THE POTENTIAL SALE OF SURPLUS PROPERTY IN LONG POINT, AMHERST ISLAND, ONTARIO         FILE NUMBER: R.109952",Request for Information,Public Services and Procurement Canada,"Jul 13, 2023","Aug 11, 2023",CLOSED,https://theijf.org/procurement/r_109952
Federal,EF928-221374 - Upgrading petroleum equipment St-Hyacinthe -,Request for Proposal,Agriculture and Agri-Food Canada,"Jul 6, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4087215060
Federal,RFI Foot and Mouth Disease Vaccine Bank,Request for Information,Canadian Food Inspection Agency,"Jul 6, 2023","Aug 11, 2023",CLOSED,https://theijf.org/procurement/ws4085182848
Federal,No Maintenance Hydrogen Generator,Advance Contract Award Notice,Royal Canadian Mounted Police,"Jul 28, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4086470931
Federal,W0127-22P030 - Heavy Equipment Rentals,Request for Standing Offer,National Defence,"Jul 24, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4104572438
Federal,W0125-24WR02 sol B - Paint and Vehicle Body Repair,Request for Standing Offer,National Defence,"Jul 20, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4106893168
Federal,F3731-230034-B - Dredging of contaminated sediments and rock - Fisheries and Oceans Canada,Request for Proposal,Public Services and Procurement Canada,"Aug 2, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4040648345
Federal,W6898-230652 RISO Swimming Pool Chemicals,Request for Standing Offer,National Defence,"Jul 18, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4047651329
Federal,W6896-23S055.B - Asbestos and Mold Abatement,Request for Standing Offer,National Defence,"Jul 26, 2023","Aug 11, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws4055141766
Federal,Informatics Professional Services (TBIPS) Cloud Migration Services,Request for Proposal,Public Services and Procurement Canada,"Jun 16, 2023","Aug 11, 2023",CLOSED,https://theijf.org/procurement/ws4055255823
Federal,08281-220124 PR8414 - 08281-220124 - TOKYO ASIAN-PACIFIC,Request for Information,Public Services and Procurement Canada,"Jun 16, 2023","Aug 11, 2023",CLOSED,https://theijf.org/procurement/ws4006796409
Federal,"W6896-23S085.B - Building Automation Systems (BAS) Installation, Repairs, and Maintenance",Request for Standing Offer,National Defence,"Jul 26, 2023","Aug 11, 2023","CANCELLED, AWARDED",https://theijf.org/procurement/ws3989946810
Federal,External Audit of CCOHS Financial Statements,Request for Proposal,Canadian Centre for Occupational Health and Safety,"Jul 21, 2023","Aug 11, 2023",CLOSED,https://theijf.org/procurement/ws3657436269
Federal,5P412-220031 60Kw Standby Generator -3,Request for Proposal,Parks Canada,"Jun 22, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3561040885
Federal,Paediatric Data,Request for Proposal,Public Health Agency of Canada,"Jun 28, 2023","Aug 11, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3236296480
Federal,"EE519-240460 - Upgrade to Fender System Wharf 2, Remplacement of Fender System Wharf 11",Request for Proposal,Transport Canada,"Jul 11, 2023","Aug 10, 2023",CLOSED,https://theijf.org/procurement/ws4087436288
Federal,F1571-221256A – Vehicle Ramp and Trestle Fabrication,Request for Proposal,Fisheries and Oceans Canada,"Jul 17, 2023","Aug 10, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4053617828
Federal,ED001-240620 Wharf Reconstruction - Alberton (Northport) - PEI,Request for Proposal,Public Services and Procurement Canada,"Jul 25, 2023","Aug 10, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4115658414
Federal,DIGITAL PITOT STATIC TEST SET,Request for Proposal,Transport Canada,"Jul 12, 2023","Aug 10, 2023","CLOSED, AWARDED",https://theijf.org/procurement/t8493-230020_a
Federal,ITT-Tunnel Sewer System Replacement - Dorchester Penitentiary (Medium Sector),Invitation to Tender,Public Services and Procurement Canada,"Jul 11, 2023","Aug 10, 2023",CANCELLED,https://theijf.org/procurement/ws4065523414
Federal,"01R11-230738, Hydraulic Soil Samplers",Request for Proposal,Agriculture and Agri-Food Canada,"Jul 11, 2023","Aug 10, 2023",CLOSED,https://theijf.org/procurement/ws4087558711
Federal,39903-230484 Water Purification System,Request for Standing Offer,Canadian Food Inspection Agency,"May 31, 2023","Aug 10, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3741587119
